Country,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Oman,0.01,0.01,1.0,0.01,1.0,0.01,0.01,1.0,1.0,3.0,5.0,3.0,6.0,7.0,6.0,32.0,33.0,45.0,55.0,65.0,75.0,95.0,93.0,110.0,113.0,165.0,179.0,191,217.0,240.0,270.0,256.0,277.0,279.0,331.0,334.0,368.0,388.0,464.0,482.0,567.0,663.0,782.0,787.0,798.0
Pakistan,127.0,142.0,91.0,138.0,140.0,197.0,175.0,203.0,200.0,189.0,182.0,245.0,281.0,313.0,388.0,401.0,389.0,405.0,472.0,450.0,510.0,533.0,592.0,548.0,573.0,592.0,608.0,574,623.0,728.0,841.0,918.0,1146.0,1579.0,2553.0,3119.0,3642.0,4557.0,5862.0,6195.0,6830.0,7402.0,8197.0,9500.0,11334.0
Palau,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,2.0,1.0,1.0,3.0,2.0,0.01,1.0,1.0,1.0,1.0,0.01,2.0,2.0,1.0,0.01,1.0,4.0,2.0,1.0,5,8.0,2.0,3.0,7.0,7.0,9.0,11.0,4.0,6.0,4.0,7.0,6.0,8.0,12.0,17.0,14.0,23.0
Panama,35.0,19.0,17.0,14.0,13.0,10.0,17.0,16.0,33.0,30.0,39.0,46.0,61.0,56.0,67.0,70.0,58.0,87.0,68.0,59.0,81.0,61.0,70.0,82.0,77.0,96.0,99.0,86,127.0,124.0,136.0,160.0,153.0,190.0,227.0,250.0,249.0,293.0,301.0,354.0,376.0,373.0,440.0,457.0,482.0
Papua New Guinea,58.0,89.0,79.0,87.0,83.0,92.0,113.0,71.0,111.0,112.0,122.0,116.0,123.0,122.0,118.0,129.0,117.0,122.0,98.0,108.0,116.0,89.0,94.0,66.0,61.0,70.0,78.0,70,77.0,68.0,64.0,56.0,45.0,53.0,87.0,83.0,77.0,84.0,108.0,123.0,114.0,134.0,132.0,136.0,139.0
Paraguay,4.0,7.0,5.0,5.0,10.0,4.0,15.0,7.0,9.0,2.0,6.0,11.0,7.0,10.0,12.0,14.0,14.0,11.0,12.0,17.0,8.0,9.0,15.0,23.0,16.0,21.0,14.0,26,24.0,24.0,27.0,38.0,29.0,30.0,39.0,35.0,41.0,57.0,67.0,68.0,72.0,66.0,115.0,127.0,157.0
Peru,77.0,67.0,80.0,77.0,71.0,77.0,72.0,95.0,85.0,85.0,87.0,87.0,73.0,102.0,99.0,146.0,110.0,160.0,146.0,132.0,141.0,113.0,148.0,149.0,153.0,154.0,163.0,194,253.0,236.0,322.0,309.0,357.0,400.0,476.0,547.0,597.0,640.0,747.0,761.0,832.0,949.0,1135.0,1264.0,1386.0
Philippines,101.0,74.0,67.0,90.0,167.0,174.0,186.0,211.0,220.0,241.0,223.0,247.0,181.0,233.0,198.0,227.0,232.0,280.0,251.0,261.0,257.0,257.0,283.0,306.0,342.0,329.0,349.0,395,358.0,439.0,458.0,468.0,520.0,535.0,630.0,734.0,801.0,822.0,990.0,987.0,1132.0,1167.0,1310.0,1443.0,1502.0
Poland,2888.0,3202.0,3552.0,3800.0,4698.0,4990.0,4910.0,5052.0,5200.0,4169.0,4970.0,5142.0,5155.0,5272.0,5462.0,5982.0,5980.0,5831.0,5983.0,5835.0,6061.0,6538.0,7656.0,7891.0,8264.0,8726.0,9411.0,10052,11124.0,11557.0,12850.0,13855.0,14098.0,15550.0,16385.0,18717.0,19102.0,19845.0,21159.0,23125.0,24286.0,25659.0,27856.0,29078.0,28402.0
Portugal,138.0,119.0,130.0,134.0,162.0,150.0,187.0,220.0,261.0,301.0,359.0,380.0,400.0,503.0,554.0,674.0,712.0,902.0,979.0,1123.0,1259.0,1496.0,1702.0,1943.0,2217.0,2429.0,2995.0,3248,3593.0,4025.0,4521.0,5106.0,5394.0,6661.0,6530.0,7840.0,8708.0,9533.0,10821.0,12140.0,13412.0,13736.0,14373.0,15119.0,14988.0
Qatar,0.01,0.01,0.01,0.01,1.0,2.0,4.0,4.0,14.0,18.0,14.0,23.0,16.0,37.0,27.0,50.0,55.0,40.0,55.0,55.0,52.0,67.0,42.0,47.0,38.0,49.0,48.0,38,50.0,48.0,70.0,109.0,111.0,128.0,169.0,212.0,239.0,347.0,434.0,592.0,916.0,1393.0,1860.0,2350.0,2334.0
Reunion,1.0,0.01,1.0,1.0,2.0,4.0,1.0,4.0,12.0,7.0,5.0,9.0,2.0,10.0,6.0,9.0,13.0,13.0,12.0,12.0,12.0,16.0,11.0,44.0,30.0,50.0,52.0,53,50.0,49.0,61.0,65.0,66.0,72.0,93.0,110.0,127.0,150.0,138.0,178.0,181.0,195.0,194.0,255.0,94.0
Romania,913.0,950.0,877.0,898.0,1015.0,856.0,852.0,898.0,1125.0,957.0,1045.0,982.0,1054.0,1002.0,972.0,853.0,824.0,705.0,692.0,805.0,984.0,1193.0,1245.0,1542.0,1747.0,1599.0,1771.0,1941,1975.0,2164.0,2229.0,2361.0,2576.0,3022.0,4118.0,5431.0,6474.0,7054.0,7029.0,7413.0,8457.0,7555.0,8082.0,8093.0,7795.0
Russia,24193.0,24780.0,27855.0,29098.0,29976.0,30972.0,30948.0,31625.0,34752.0,35634.0,37035.0,38897.0,38086.0,37065.0,36950.0,38357.0,39542.0,40294.0,39135.0,31663.0,24950.0,25671.0,27096.0,27486.0,28065.0,27553.0,27536.0,27616,25753.0,26173.0,25600.0,25418.0,25286.0,24724.0,26068.0,27964.0,28601.0,27928.0,29404.0,28747.0,30317.0,31601.0,35549.0,36734.0,37638.0
Rwanda,3.0,5.0,2.0,6.0,3.0,4.0,7.0,4.0,7.0,4.0,10.0,8.0,11.0,20.0,20.0,25.0,20.0,15.0,16.0,26.0,28.0,27.0,24.0,15.0,12.0,16.0,9.0,5,9.0,8.0,6.0,16.0,15.0,29.0,37.0,36.0,62.0,81.0,107.0,113.0,137.0,167.0,203.0,236.0,262.0
Saint-Vincent-et-les-Grenadines,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,2.0,1.0,0.01,0.01,1,0.01,1.0,0.01,0.01,0.01,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,6.0,7.0
Samoa,5.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,0.01,2.0,2.0,4.0,2.0,2.0,3.0,2.0,10.0,6.0,9.0,6.0,0.01,6.0,3.0,5.0,3,2.0,7.0,1.0,6.0,3.0,10.0,2.0,1.0,0.01,0.01,0.01,5.0,3.0,8.0,3.0,11.0,22.0
San Marino,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,1.0,0.01,0.01,1.0,0.01,0.01,1.0,0.01,0.01,1.0,1.0,2.0,0.01,1.0,0.01,1.0,3.0,4.0,2.0,1,1.0,0.01,0.01,1.0,1.0,2.0,4.0,4.0,1.0,5.0,4.0,11.0,11.0,8.0,13.0,18.0,21.0
Sao Tome & Principe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,1.0,0.01,2,1.0,3.0,5.0,1.0,0.01,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,5.0,3.0,11.0
Saudi Arabia,20.0,27.0,33.0,45.0,95.0,123.0,151.0,222.0,307.0,415.0,482.0,585.0,699.0,861.0,990.0,1025.0,1047.0,1126.0,1152.0,1178.0,1263.0,1287.0,1480.0,1483.0,1435.0,1495.0,1379.0,1359,1281.0,1363.0,1376.0,1380.0,1319.0,1382.0,1541.0,1857.0,2243.0,3505.0,5782.0,7917.0,9497.0,11819.0,13585.0,14851.0,14718.0
Senegal,51.0,54.0,63.0,59.0,79.0,85.0,87.0,76.0,99.0,33.0,11.0,13.0,12.0,1.0,0.01,0.01,3.0,2.0,4.0,6.0,20.0,165.0,152.0,149.0,158.0,175.0,195.0,179,162.0,153.0,212.0,188.0,217.0,190.0,234.0,238.0,268.0,295.0,362.0,403.0,406.0,390.0,438.0,447.0,476.0
Seychelles,0.01,1.0,0.01,0.01,2.0,3.0,9.0,6.0,3.0,4.0,5.0,0.01,2.0,2.0,3.0,0.01,0.01,0.01,3.0,5.0,4.0,5.0,19.0,7.0,5.0,10.0,8.0,13,6.0,7.0,13.0,7.0,11.0,21.0,25.0,20.0,20.0,19.0,31.0,32.0,44.0,35.0,47.0,50.0,47.0
Sierra Leone,20.0,21.0,21.0,18.0,21.0,20.0,19.0,24.0,23.0,22.0,28.0,15.0,16.0,16.0,25.0,20.0,13.0,16.0,22.0,25.0,16.0,18.0,12.0,24.0,17.0,7.0,2.0,8,13.0,6.0,4.0,4.0,7.0,5.0,8.0,13.0,19.0,26.0,26.0,32.0,39.0,58.0,94.0,125.0,111.0
Singapore,148.0,162.0,149.0,153.0,162.0,161.0,173.0,164.0,202.0,237.0,313.0,420.0,490.0,537.0,593.0,633.0,752.0,835.0,911.0,1134.0,1401.0,1626.0,1990.0,2011.0,2383.0,2624.0,3176.0,3741,4096.0,4448.0,5025.0,5834.0,6439.0,6907.0,6868.0,7654.0,8346.0,9184.0,9916.0,10930.0,11869.0,12475.0,13319.0,13833.0,13983.0
Slovakia,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,1.0,11.0,56.0,61.0,41.0,402.0,1926.0,2050.0,2083.0,2062.0,2157.0,2073.0,1968,1995.0,1986.0,1991.0,2278.0,2084.0,2437.0,2675.0,2915.0,2857.0,2995.0,3083.0,3283.0,3384.0,3597.0,3641.0,3766.0,3932.0
Slovenia,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,1.0,4.0,23.0,19.0,74.0,691.0,791.0,802.0,918.0,1072.0,1095.0,1349.0,1619,1582.0,1686.0,1860.0,1838.0,2139.0,2206.0,2734.0,3208.0,3290.0,3415.0,3781.0,3981.0,4100.0,3992.0,4147.0,4112.0,3963.0
Solomon Islands,6.0,2.0,3.0,6.0,6.0,9.0,5.0,4.0,4.0,7.0,4.0,3.0,6.0,5.0,3.0,4.0,3.0,5.0,10.0,7.0,5.0,9.0,2.0,3.0,10.0,12.0,18.0,11,4.0,4.0,11.0,6.0,5.0,7.0,10.0,5.0,9.0,18.0,19.0,10.0,13.0,20.0,31.0,38.0,37.0
Somalia,0.01,2.0,0.01,2.0,1.0,4.0,9.0,14.0,11.0,3.0,5.0,6.0,10.0,11.0,20.0,20.0,30.0,15.0,16.0,13.0,9.0,10.0,5.0,2.0,1.0,0.01,1.0,1,0.01,1.0,1.0,1.0,0.01,2.0,0.01,2.0,3.0,2.0,3.0,4.0,5.0,11.0,12.0,8.0,21.0
South Africa,1388.0,1491.0,1487.0,1647.0,2102.0,2273.0,2244.0,2214.0,2209.0,2322.0,2496.0,2599.0,2900.0,3305.0,3625.0,3506.0,3276.0,3387.0,3536.0,3465.0,3502.0,3596.0,3674.0,3528.0,3670.0,3696.0,3861.0,3710,3887.0,4165.0,4142.0,4460.0,4844.0,5505.0,6107.0,6921.0,7659.0,8204.0,9495.0,10449.0,11097.0,12211.0,13014.0,14318.0,14484.0
South Korea,46.0,42.0,60.0,51.0,81.0,101.0,130.0,157.0,265.0,307.0,405.0,461.0,585.0,697.0,921.0,1097.0,1390.0,1644.0,2042.0,2377.0,3201.0,4124.0,5881.0,7244.0,8848.0,10520.0,12317.0,13677,15989.0,17553.0,20673.0,24176.0,26451.0,28822.0,29437.0,34289.0,37676.0,41482.0,45599.0,49888.0,52375.0,55241.0,58095.0,59508.0,58713.0
Spain,916.0,1699.0,1158.0,1602.0,3283.0,3254.0,3101.0,3585.0,3712.0,4241.0,4899.0,5434.0,5907.0,6958.0,7525.0,8325.0,8827.0,9660.0,10628.0,12468.0,13831.0,14682.0,16393.0,18050.0,19645.0,20871.0,22221.0,22726,23964.0,25577.0,26727.0,28716.0,31119.0,33899.0,37045.0,40755.0,43892.0,46443.0,50779.0,54416.0,57032.0,57972.0,58702.0,60286.0,59995.0
Sri Lanka,72.0,72.0,84.0,77.0,88.0,94.0,85.0,105.0,123.0,110.0,128.0,115.0,96.0,83.0,156.0,185.0,153.0,166.0,128.0,140.0,134.0,134.0,147.0,122.0,110.0,155.0,151.0,171,168.0,197.0,278.0,245.0,293.0,289.0,338.0,443.0,467.0,449.0,479.0,553.0,585.0,689.0,761.0,940.0,1048.0
St-Kitts & Nevis ,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,2.0,2,0.01,1.0,0.01,0.01,2.0,3.0,1.0,3.0,8.0,10.0,5.0,16.0,21.0,42.0,51.0,95.0,81.0
Sudan,60.0,96.0,103.0,106.0,103.0,135.0,109.0,114.0,134.0,120.0,138.0,169.0,156.0,149.0,133.0,144.0,132.0,116.0,113.0,134.0,106.0,105.0,87.0,76.0,84.0,115.0,102.0,79,73.0,95.0,99.0,102.0,118.0,113.0,151.0,167.0,236.0,296.0,303.0,285.0,323.0,354.0,360.0,425.0,431.0
Suriname,1.0,7.0,9.0,7.0,5.0,5.0,8.0,4.0,3.0,5.0,3.0,5.0,3.0,0.01,2.0,5.0,6.0,3.0,2.0,9.0,4.0,3.0,2.0,4.0,6.0,4.0,10.0,4,8.0,10.0,7.0,12.0,12.0,7.0,6.0,7.0,7.0,6.0,6.0,23.0,23.0,15.0,27.0,47.0,38.0
Swaziland,2.0,2.0,1.0,0.01,9.0,6.0,8.0,9.0,4.0,7.0,9.0,10.0,7.0,4.0,10.0,6.0,12.0,11.0,13.0,10.0,7.0,7.0,11.0,12.0,9.0,18.0,12.0,10,13.0,13.0,15.0,8.0,22.0,12.0,19.0,22.0,33.0,56.0,47.0,35.0,45.0,34.0,50.0,62.0,85.0
Sweden,4633.0,5104.0,5147.0,5269.0,5777.0,6150.0,6392.0,6678.0,6988.0,7852.0,8279.0,8810.0,9038.0,9224.0,9418.0,10055.0,10029.0,10410.0,10858.0,11043.0,11744.0,12526.0,13310.0,13995.0,14314.0,14812.0,15167.0,15278,15756.0,15897.0,15973.0,16433.0,17137.0,17727.0,18186.0,18650.0,19497.0,20390.0,21572.0,23333.0,25017.0,26091.0,27092.0,28736.0,28992.0
Switzerland,4020.0,4872.0,4614.0,5070.0,5708.0,6273.0,6509.0,6494.0,6741.0,6938.0,7515.0,7324.0,7558.0,7620.0,7850.0,8025.0,8127.0,8707.0,9194.0,9988.0,10527.0,11435.0,11549.0,12107.0,12874.0,13375.0,13933.0,14284,13749.0,14141.0,15117.0,16310.0,16838.0,18308.0,18998.0,20162.0,21489.0,22735.0,24525.0,26349.0,27939.0,28977.0,29995.0,31849.0,32434.0
Syria,7.0,3.0,9.0,8.0,7.0,7.0,9.0,8.0,12.0,12.0,21.0,18.0,24.0,34.0,39.0,39.0,54.0,50.0,61.0,85.0,88.0,82.0,95.0,99.0,107.0,101.0,113.0,110,121.0,104.0,132.0,146.0,167.0,156.0,193.0,218.0,214.0,324.0,342.0,328.0,324.0,249.0,274.0,260.0,219.0
Taiwan,245.0,240.0,286.0,354.0,422.0,476.0,446.0,520.0,539.0,600.0,702.0,828.0,1047.0,1222.0,1591.0,1936.0,2266.0,2789.0,3460.0,4260.0,4961.0,6060.0,6759.0,7764.0,8202.0,8789.0,9344.0,9920,11062.0,11645.0,12780.0,14404.0,16167.0,18338.0,19565.0,22258.0,23756.0,24910.0,27305.0,27754.0,28379.0,27767.0,26604.0,26319.0,24560.0
Tajikistan,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0,3.0,5.0,38.0,98.0,65.0,57.0,39.0,43.0,26.0,45.0,31,35.0,44.0,29.0,31.0,32.0,32.0,46.0,50.0,37.0,54.0,57.0,64.0,69.0,48.0,75.0,67.0,92.0
Tanzania,66.0,52.0,69.0,88.0,102.0,93.0,83.0,75.0,91.0,114.0,114.0,97.0,125.0,127.0,109.0,106.0,121.0,142.0,151.0,165.0,172.0,189.0,212.0,216.0,225.0,200.0,217.0,229,213.0,240.0,268.0,283.0,340.0,414.0,459.0,461.0,542.0,612.0,633.0,645.0,782.0,929.0,971.0,1000.0,1060.0
Thailand,155.0,206.0,137.0,137.0,293.0,301.0,321.0,352.0,361.0,380.0,448.0,442.0,434.0,423.0,387.0,449.0,437.0,488.0,491.0,534.0,574.0,642.0,666.0,741.0,818.0,995.0,1058.0,1242,1406.0,1720.0,2029.0,2221.0,2586.0,3160.0,3798.0,4466.0,4955.0,5386.0,6005.0,6371.0,6920.0,7036.0,7417.0,8251.0,8552.0
Togo,4.0,9.0,11.0,14.0,13.0,4.0,9.0,9.0,10.0,11.0,3.0,14.0,10.0,6.0,10.0,15.0,15.0,12.0,28.0,13.0,22.0,20.0,17.0,14.0,20.0,34.0,38.0,32,24.0,17.0,34.0,39.0,33.0,36.0,38.0,45.0,40.0,54.0,71.0,48.0,66.0,74.0,84.0,88.0,65.0
Tonga,1.0,1.0,2.0,0.01,0.01,3.0,1.0,1.0,1.0,0.01,3.0,2.0,1.0,4.0,0.01,1.0,1.0,0.01,3.0,2.0,1.0,6.0,3.0,0.01,2.0,1.0,3.0,2,2.0,1.0,5.0,4.0,0.01,4.0,5.0,4.0,4.0,3.0,6.0,5.0,4.0,6.0,6.0,9.0,11.0
Trinidad and Tobago,48.0,55.0,44.0,55.0,42.0,67.0,61.0,59.0,58.0,76.0,92.0,75.0,92.0,67.0,76.0,66.0,79.0,78.0,82.0,103.0,95.0,91.0,84.0,79.0,79.0,107.0,97.0,104,118.0,128.0,120.0,132.0,150.0,125.0,157.0,161.0,179.0,175.0,192.0,192.0,201.0,197.0,194.0,163.0,203.0
Tunisia,31.0,40.0,54.0,33.0,72.0,67.0,90.0,89.0,120.0,104.0,135.0,128.0,155.0,158.0,190.0,204.0,255.0,251.0,297.0,272.0,255.0,313.0,313.0,328.0,445.0,447.0,523.0,568,685.0,759.0,895.0,977.0,1234.0,1521.0,1765.0,2105.0,2499.0,2679.0,2987.0,2979.0,3124.0,3357.0,3877.0,4413.0,4584.0
Turkey,188.0,211.0,207.0,220.0,255.0,291.0,281.0,348.0,316.0,352.0,384.0,466.0,496.0,551.0,635.0,752.0,911.0,1017.0,1247.0,1483.0,1769.0,2074.0,2604.0,3342.0,3837.0,4404.0,5119.0,5374,6624.0,8941.0,10627.0,13286.0,14315.0,15302.0,18134.0,19659.0,22059.0,23146.0,24015.0,25782.0,26917.0,27523.0,29008.0,31186.0,28602.0
Turkmenistan,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,3.0,9.0,28.0,17.0,16.0,14.0,11.0,9.0,5.0,14,9.0,10.0,6.0,4.0,4.0,6.0,8.0,3.0,6.0,9.0,11.0,26.0,13.0,27.0,9.0,7.0,11.0
Tuvalu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,2.0,0.01,1.0,0.01,0.01,0.01,0.01,2.0,0.01,1,0.01,0.01,1.0,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,3.0,1.0,1.0,2.0
Uganda,139.0,97.0,67.0,77.0,67.0,53.0,33.0,58.0,31.0,36.0,32.0,25.0,34.0,40.0,38.0,31.0,23.0,47.0,44.0,57.0,67.0,76.0,88.0,96.0,118.0,133.0,155.0,159,177.0,155.0,205.0,258.0,257.0,315.0,429.0,431.0,544.0,665.0,739.0,755.0,834.0,939.0,1022.0,1118.0,1202.0
Ukraine,4.0,2.0,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,1.0,6.0,53.0,292.0,356.0,1702.0,3720.0,3876.0,4011.0,4043.0,4046.0,4194.0,4305.0,4176,4207.0,4019.0,3841.0,3920.0,4110.0,4018.0,4344.0,5083.0,4757.0,4867.0,5415.0,5302.0,5050.0,5183.0,4550.0,4545.0,4447.0
United Arab Emirates,0.01,0.01,0.01,2.0,4.0,8.0,7.0,8.0,9.0,16.0,17.0,25.0,25.0,34.0,39.0,46.0,53.0,55.0,100.0,128.0,174.0,189.0,220.0,255.0,273.0,269.0,247.0,289,324.0,352.0,435.0,485.0,567.0,615.0,662.0,776.0,937.0,1007.0,1213.0,1302.0,1509.0,1777.0,2266.0,2576.0,2889.0
United Kingdom,28986.0,30495.0,32177.0,33577.0,35518.0,36986.0,37368.0,38744.0,40375.0,42429.0,44440.0,45347.0,46676.0,46549.0,48036.0,48256.0,48481.0,50201.0,51910.0,54827.0,56977.0,61028.0,65487.0,66940.0,67607.0,69444.0,70992.0,73807,71295.0,71512.0,73757.0,76155.0,78740.0,82854.0,86715.0,89310.0,92669.0,96597.0,101129.0,105998.0,112353.0,112632.0,118018.0,124025.0,124672.0
United States,126823.0,133600.0,140692.0,147584.0,161826.0,167568.0,171981.0,177307.0,186067.0,195130.0,202308.0,207808.0,209984.0,210850.0,215550.0,219450.0,225685.0,232121.0,241205.0,242370.0,247718.0,254051.0,261917.0,260604.0,259298.0,261473.0,261671.0,267151,265413.0,269166.0,280053.0,290719.0,301908.0,312674.0,319050.0,333710.0,341610.0,351233.0,366726.0,379507.0,394032.0,401592.0,406298.0,414500.0,410062.0
Uruguay,38.0,35.0,41.0,29.0,39.0,42.0,46.0,39.0,43.0,49.0,64.0,61.0,44.0,40.0,46.0,69.0,82.0,98.0,102.0,128.0,139.0,146.0,179.0,213.0,259.0,281.0,302.0,321,323.0,341.0,369.0,407.0,440.0,446.0,479.0,597.0,623.0,629.0,777.0,721.0,806.0,953.0,1006.0,1081.0,1102.0
Uzbekistan,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.0,49.0,94.0,166.0,437.0,326.0,417.0,336.0,362.0,335.0,336.0,334,293.0,303.0,301.0,310.0,300.0,288.0,347.0,311.0,353.0,333.0,359.0,313.0,342.0,346.0,279.0,328.0,338.0
Vanuatu,0.01,1.0,0.01,0.01,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,7.0,6.0,1.0,7.0,2.0,4.0,10.0,3.0,7.0,5.0,4.0,6.0,3.0,10.0,9,5.0,9.0,9.0,11.0,15.0,10.0,8.0,9.0,18.0,13.0,22.0,20.0,21.0,23.0,29.0,37.0,25.0
Vatican,0.01,0.01,0.01,2.0,0.01,1.0,0.01,0.01,1.0,0.01,3.0,7.0,6.0,6.0,5.0,2.0,1.0,10.0,4.0,5.0,8.0,3.0,4.0,5.0,5.0,2.0,4.0,3,2.0,2.0,5.0,8.0,9.0,3.0,5.0,8.0,14.0,16.0,19.0,19.0,20.0,20.0,15.0,23.0,36.0
Venezuela,187.0,215.0,198.0,300.0,333.0,369.0,402.0,427.0,417.0,447.0,492.0,487.0,421.0,505.0,524.0,505.0,525.0,488.0,531.0,570.0,599.0,657.0,696.0,717.0,833.0,954.0,966.0,1038,1003.0,1086.0,1115.0,1005.0,1131.0,1155.0,1192.0,1428.0,1306.0,1269.0,1120.0,1058.0,1111.0,988.0,939.0,893.0,864.0
Vietnam,34.0,31.0,31.0,23.0,26.0,30.0,29.0,36.0,61.0,36.0,78.0,72.0,57.0,85.0,72.0,96.0,95.0,122.0,132.0,153.0,141.0,140.0,210.0,219.0,250.0,232.0,268.0,327,371.0,366.0,493.0,462.0,588.0,667.0,779.0,980.0,1020.0,1264.0,1460.0,1821.0,2313.0,2571.0,2887.0,3518.0,4106.0
Yemen,1.0,0.01,0.01,1.0,5.0,6.0,6.0,5.0,0.01,6.0,10.0,7.0,12.0,12.0,19.0,23.0,19.0,34.0,23.0,22.0,22.0,14.0,25.0,25.0,30.0,31.0,30.0,38,43.0,32.0,26.0,43.0,42.0,53.0,55.0,66.0,109.0,115.0,166.0,182.0,190.0,224.0,198.0,220.0,259.0
Yugoslavia,693.0,846.0,786.0,866.0,1193.0,1013.0,1320.0,1246.0,1266.0,1391.0,1587.0,1438.0,1427.0,1631.0,1748.0,1893.0,2001.0,2270.0,2205.0,2213.0,778.0,793.0,845.0,1113.0,980.0,1240.0,1050.0,1058,1004.0,1019.0,1173.0,1191.0,10.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zambia,44.0,65.0,44.0,81.0,129.0,81.0,96.0,57.0,50.0,46.0,56.0,77.0,69.0,58.0,69.0,78.0,68.0,64.0,74.0,70.0,64.0,56.0,74.0,54.0,76.0,75.0,72.0,67,90.0,79.0,82.0,75.0,100.0,127.0,143.0,153.0,152.0,194.0,229.0,241.0,268.0,302.0,337.0,392.0,451.0
Zimbabwe,83.0,88.0,81.0,107.0,141.0,183.0,172.0,126.0,125.0,144.0,100.0,115.0,140.0,152.0,164.0,192.0,205.0,219.0,206.0,233.0,225.0,216.0,205.0,223.0,233.0,227.0,230.0,216,222.0,230.0,229.0,174.0,180.0,188.0,240.0,231.0,217.0,256.0,265.0,279.0,305.0,392.0,382.0,494.0,535.0
